,img,label
3257,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\204_Level4_GF6_20190718.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\204_Level4_GF6_20190718.txt
3258,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\206_Level5_GF1B_20190814.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\206_Level5_GF1B_20190814.txt
3259,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\206_Level5_GF1C_20180930.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\206_Level5_GF1C_20180930.txt
3260,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\206_Level5_GF1D_20190910.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\206_Level5_GF1D_20190910.txt
3261,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\206_Level5_GF1_20190818.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\206_Level5_GF1_20190818.txt
3262,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\208_Level4_GF1B_20190417.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\208_Level4_GF1B_20190417.txt
3263,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\208_Level4_GF1C_20180930.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\208_Level4_GF1C_20180930.txt
3264,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\208_Level4_GF1_20180810.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\208_Level4_GF1_20180810.txt
3265,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\208_Level4_GF6_20190718.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\208_Level4_GF6_20190718.txt
3266,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\209_Level5_GF1B_20190417.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\209_Level5_GF1B_20190417.txt
3267,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\209_Level5_GF1_20180810.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\209_Level5_GF1_20180810.txt
3268,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\209_Level5_GF6_20190718.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\209_Level5_GF6_20190718.txt
3269,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\20_Level4_GF1B_20190814.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\20_Level4_GF1B_20190814.txt
3270,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\20_Level4_GF1C_20190807.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\20_Level4_GF1C_20190807.txt
3271,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\20_Level4_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\20_Level4_GF1D_20190906.txt
3272,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\20_Level4_GF2_20190722.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\20_Level4_GF2_20190722.txt
3273,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\20_Level4_GF6_20190820.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\20_Level4_GF6_20190820.txt
3274,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\211_Level5_GF1B_20190417.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\211_Level5_GF1B_20190417.txt
3275,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\211_Level5_GF1_20180810.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\211_Level5_GF1_20180810.txt
3276,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\213_Level4_GF1_20190206.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\213_Level4_GF1_20190206.txt
3277,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\213_Level4_GF6_20190718.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\213_Level4_GF6_20190718.txt
3278,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\214_Level4_GF1_20190206.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\214_Level4_GF1_20190206.txt
3279,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\214_Level4_GF2_20190914.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\214_Level4_GF2_20190914.txt
3280,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\214_Level4_GF6_20190718.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\214_Level4_GF6_20190718.txt
3281,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\215_Level4_GF1B_20190907.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\215_Level4_GF1B_20190907.txt
3282,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\215_Level4_GF1C_20190815.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\215_Level4_GF1C_20190815.txt
3283,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\215_Level4_GF1_20190206.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\215_Level4_GF1_20190206.txt
3284,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\215_Level4_GF6_20190718.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\215_Level4_GF6_20190718.txt
3285,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\215_Level4_ZY302_20180720.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\215_Level4_ZY302_20180720.txt
3286,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\216_Level4_GF2_20190914.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\216_Level4_GF2_20190914.txt
3287,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\216_Level4_GF6_20190718.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\216_Level4_GF6_20190718.txt
3288,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\216_Level4_ZY302_20180715.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\216_Level4_ZY302_20180715.txt
3289,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\217_Level5_GF1C_20190815.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\217_Level5_GF1C_20190815.txt
3290,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\217_Level5_GF1_20180720.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\217_Level5_GF1_20180720.txt
3291,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\217_Level5_GF2_20190914.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\217_Level5_GF2_20190914.txt
3292,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\217_Level5_GF6_20190718.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\217_Level5_GF6_20190718.txt
3293,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\217_Level5_ZY302_20180715.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\217_Level5_ZY302_20180715.txt
3294,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\218_Level5_GF1C_20190815.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\218_Level5_GF1C_20190815.txt
3295,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\218_Level5_GF1_20180720.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\218_Level5_GF1_20180720.txt
3296,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\218_Level5_GF2_20190914.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\218_Level5_GF2_20190914.txt
3297,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\218_Level5_GF6_20190718.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\218_Level5_GF6_20190718.txt
3298,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\218_Level5_ZY302_20180715.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\218_Level5_ZY302_20180715.txt
3299,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\219_Level4_GF1B_20190417.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\219_Level4_GF1B_20190417.txt
3300,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\219_Level4_GF1_20190315.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\219_Level4_GF1_20190315.txt
3301,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\219_Level4_GF2_20190811.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\219_Level4_GF2_20190811.txt
3302,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\219_Level4_GF6_20190718.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\219_Level4_GF6_20190718.txt
3303,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF1B_20190528.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF1B_20190528.txt
3304,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF1C_20190627.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF1C_20190627.txt
3305,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF1D_20190910.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF1D_20190910.txt
3306,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF1_20190822.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF1_20190822.txt
3307,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF2_20190627.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF2_20190627.txt
3308,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF6_20190820.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\21_Level4_GF6_20190820.txt
3309,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\220_Level2_GF1C_20190807.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\220_Level2_GF1C_20190807.txt
3310,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\220_Level2_GF1_20190417.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\220_Level2_GF1_20190417.txt
3311,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\220_Level2_ZY302_20181026.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\220_Level2_ZY302_20181026.txt
3312,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\221_Level5_GF1_20190417.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\221_Level5_GF1_20190417.txt
3313,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\221_Level5_ZY302_20180227.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\221_Level5_ZY302_20180227.txt
3314,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\222_Level5_GF1D_20190719.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\222_Level5_GF1D_20190719.txt
3315,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\222_Level5_GF1_20190417.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\222_Level5_GF1_20190417.txt
3316,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\222_Level5_ZY302_20180227.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\222_Level5_ZY302_20180227.txt
3317,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\223_Level5_GF1B_20190822.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\223_Level5_GF1B_20190822.txt
3318,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\223_Level5_GF1C_20190627.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\223_Level5_GF1C_20190627.txt
3319,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\223_Level5_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\223_Level5_GF1D_20190906.txt
3320,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\223_Level5_GF1_20190528.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\223_Level5_GF1_20190528.txt
3321,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\223_Level5_GF2_20181004.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\223_Level5_GF2_20181004.txt
3322,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\224_Level5_GF1B_20190405.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\224_Level5_GF1B_20190405.txt
3323,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\224_Level5_GF1C_20190730.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\224_Level5_GF1C_20190730.txt
3324,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\224_Level5_GF1_20190626.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\224_Level5_GF1_20190626.txt
3325,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\224_Level5_GF2_20190717.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\224_Level5_GF2_20190717.txt
3326,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\224_Level5_ZY302_20190406.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\224_Level5_ZY302_20190406.txt
3327,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\225_Level4_GF1C_20190807.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\225_Level4_GF1C_20190807.txt
3328,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\225_Level4_GF1D_20190124.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\225_Level4_GF1D_20190124.txt
3329,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\225_Level4_GF1_20190417.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\225_Level4_GF1_20190417.txt
3330,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\225_Level4_GF2_20190311.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\225_Level4_GF2_20190311.txt
3331,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\225_Level4_ZY302_20190817.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\225_Level4_ZY302_20190817.txt
3332,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\226_Level5_GF1C_20190807.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\226_Level5_GF1C_20190807.txt
3333,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\226_Level5_GF1D_20190124.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\226_Level5_GF1D_20190124.txt
3334,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\226_Level5_GF1_20190417.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\226_Level5_GF1_20190417.txt
3335,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\226_Level5_GF2_20190311.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\226_Level5_GF2_20190311.txt
3336,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\226_Level5_ZY302_20190817.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\226_Level5_ZY302_20190817.txt
3337,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_GF1B_20190822.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_GF1B_20190822.txt
3338,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_GF1C_20190807.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_GF1C_20190807.txt
3339,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_GF1D_20190906.txt
3340,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_GF1_20190822.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_GF1_20190822.txt
3341,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_GF2_20190821.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_GF2_20190821.txt
3342,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_ZY302_20190817.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\227_Level5_ZY302_20190817.txt
3343,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_GF1B_20190822.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_GF1B_20190822.txt
3344,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_GF1C_20190807.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_GF1C_20190807.txt
3345,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_GF1D_20190906.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_GF1D_20190906.txt
3346,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_GF1_20190822.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_GF1_20190822.txt
3347,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_GF2_20190821.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_GF2_20190821.txt
3348,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_ZY302_20190817.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\228_Level5_ZY302_20190817.txt
3349,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\229_Level5_GF1B_20190315.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\229_Level5_GF1B_20190315.txt
3350,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\229_Level5_GF1C_20180930.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\229_Level5_GF1C_20180930.txt
3351,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\22_Level5_GF1B_20190528.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\22_Level5_GF1B_20190528.txt
3352,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\22_Level5_GF1C_20190627.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\22_Level5_GF1C_20190627.txt
3353,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\22_Level5_GF1D_20190820.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\22_Level5_GF1D_20190820.txt
3354,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\22_Level5_GF1_20190822.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\22_Level5_GF1_20190822.txt
3355,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\22_Level5_GF6_20190824.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\22_Level5_GF6_20190824.txt
3356,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\230_Level4_GF1C_20180930.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\230_Level4_GF1C_20180930.txt
3357,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\230_Level4_GF1_20190818.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\230_Level4_GF1_20190818.txt
3358,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\231_Level5_GF1B_20190801.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\231_Level5_GF1B_20190801.txt
3359,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\231_Level5_GF1C_20190717.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\231_Level5_GF1C_20190717.txt
3360,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\231_Level5_GF1D_20190407.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\231_Level5_GF1D_20190407.txt
3361,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\231_Level5_GF1_20190720.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\231_Level5_GF1_20190720.txt
3362,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\231_Level5_GF6_20190615.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\231_Level5_GF6_20190615.txt
3363,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\232_Level4_GF1B_20190801.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\232_Level4_GF1B_20190801.txt
3364,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\232_Level4_GF1C_20190717.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\232_Level4_GF1C_20190717.txt
3365,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\232_Level4_GF1D_20190407.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\232_Level4_GF1D_20190407.txt
3366,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\232_Level4_GF1_20190720.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\232_Level4_GF1_20190720.txt
3367,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\232_Level4_GF6_20190615.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\232_Level4_GF6_20190615.txt
3368,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\233_Level5_GF1B_20190801.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\233_Level5_GF1B_20190801.txt
3369,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\233_Level5_GF1C_20190717.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\233_Level5_GF1C_20190717.txt
3370,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\233_Level5_GF1D_20190407.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\233_Level5_GF1D_20190407.txt
3371,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\233_Level5_GF1_20190720.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\233_Level5_GF1_20190720.txt
3372,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\233_Level5_GF6_20190615.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\233_Level5_GF6_20190615.txt
3373,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\234_Level4_GF1B_20190801.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\234_Level4_GF1B_20190801.txt
3374,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\234_Level4_GF1C_20190717.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\234_Level4_GF1C_20190717.txt
3375,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\234_Level4_GF1D_20190407.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\234_Level4_GF1D_20190407.txt
3376,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\234_Level4_GF1_20190720.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\234_Level4_GF1_20190720.txt
3377,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\234_Level4_GF6_20190615.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\234_Level4_GF6_20190615.txt
3378,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\235_Level5_GF1B_20190801.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\235_Level5_GF1B_20190801.txt
3379,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\235_Level5_GF1C_20190717.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\235_Level5_GF1C_20190717.txt
3380,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\235_Level5_GF1D_20190407.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\235_Level5_GF1D_20190407.txt
3381,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\235_Level5_GF1_20190720.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\235_Level5_GF1_20190720.txt
3382,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\235_Level5_GF6_20190615.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\235_Level5_GF6_20190615.txt
3383,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\236_Level5_GF1B_20190801.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\236_Level5_GF1B_20190801.txt
3384,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\236_Level5_GF1C_20190717.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\236_Level5_GF1C_20190717.txt
3385,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\236_Level5_GF1D_20190407.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\236_Level5_GF1D_20190407.txt
3386,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\236_Level5_GF6_20190615.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\236_Level5_GF6_20190615.txt
3387,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\237_Level5_GF1B_20190801.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\237_Level5_GF1B_20190801.txt
3388,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\237_Level5_GF1C_20190717.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\237_Level5_GF1C_20190717.txt
3389,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\237_Level5_GF1D_20190407.tiff,F:\DataSet\WKK\sample_wkk_jx_BeiHang\8Bit\237_Level5_GF1D_20190407.txt
